3,4E-06,0
5,2E-06,1
7,2E-06,2
9,3E-06,3
11,3E-06,4
13,3E-06,5
15,3E-06,6
17,2E-06,7
19,3E-06,8
21,3E-06,9
23,3E-06,10
25,3E-06,11
27,2E-06,12
29,3E-06,13
31,2E-06,14
33,3E-06,15
35,3E-06,16
37,3E-06,17
39,3E-06,18
41,3E-06,19
43,4E-06,20
45,3E-06,21
47,2E-06,22
49,4E-06,23
51,3E-06,24
53,3E-06,25
55,3E-06,26
57,3E-06,27
59,3E-06,28
61,4E-06,29
63,3E-06,30
65,3E-06,31
67,3E-06,32
69,3E-06,33
71,3E-06,34
73,4E-06,35
75,3E-06,36
77,3E-06,37
79,4E-06,38
81,4E-06,39
83,3E-06,40
85,5E-06,41
87,3E-06,42
89,3E-06,43
91,4E-06,44
93,3E-06,45
95,3E-06,46
97,3E-06,47
99,3E-06,48
101,3E-06,49
103,3E-06,50
105,2E-06,51
107,2E-06,52
109,3E-06,53
111,3E-06,54
113,3E-06,55
115,3E-06,56
117,3E-06,57
119,3E-06,58
121,4E-06,59
123,2E-06,60
125,3E-06,61
127,3E-06,62
129,3E-06,63
131,3E-06,64
133,3E-06,65
135,2E-06,66
137,3E-06,67
139,5E-06,68
141,5E-06,69
143,3E-06,70
145,4E-06,71
147,3E-06,72
149,3E-06,73
151,3E-06,74
153,4E-06,75
155,4E-06,76
157,5E-06,77
159,4E-06,78
161,3E-06,79
163,3E-06,80
165,3E-06,81
167,3E-06,82
169,3E-06,83
171,3E-06,84
173,3E-06,85
175,3E-06,86
177,4E-06,87
179,3E-06,88
181,3E-06,89
183,5E-06,90
185,4E-06,91
187,4E-06,92
189,4E-06,93
191,5E-06,94
193,5E-06,95
195,4E-06,96
197,5E-06,97
199,5E-06,98
201,4E-06,99
203,4E-06,100
205,5E-06,101
207,5E-06,102
209,5E-06,103
211,4E-06,104
213,3E-06,105
215,3E-06,106
217,4E-06,107
219,3E-06,108
221,4E-06,109
223,3E-06,110
225,4E-06,111
227,3E-06,112
229,3E-06,113
231,4E-06,114
233,4E-06,115
235,3E-06,116
237,4E-06,117
239,3E-06,118
241,4E-06,119
243,3E-06,120
245,4E-06,121
247,3E-06,122
249,4E-06,123
251,4E-06,124
253,4E-06,125
255,3E-06,126
257,3E-06,127
259,4E-06,128
261,3E-06,129
263,4E-06,130
265,5E-06,131
267,4E-06,132
269,3E-06,133
271,4E-06,134
273,4E-06,135
275,3E-06,136
277,4E-06,137
279,4E-06,138
281,4E-06,139
283,4E-06,140
285,4E-06,141
287,3E-06,142
289,5E-06,143
291,4E-06,144
293,4E-06,145
295,4E-06,146
297,4E-06,147
299,3E-06,148
301,4E-06,149
303,4E-06,150
305,4E-06,151
307,4E-06,152
309,4E-06,153
311,3E-06,154
313,4E-06,155
315,4E-06,156
317,4E-06,157
319,4E-06,158
321,4E-06,159
323,4E-06,160
325,4E-06,161
327,3E-06,162
329,4E-06,163
331,4E-06,164
333,5E-06,165
335,4E-06,166
337,7E-06,167
339,5E-06,168
341,5E-06,169
343,5E-06,170
345,7E-06,171
347,5E-06,172
349,6E-06,173
351,6E-06,174
353,6E-06,175
355,6E-06,176
357,6E-06,177
359,4E-06,178
361,5E-06,179
363,5E-06,180
365,6E-06,181
367,5E-06,182
369,5E-06,183
371,4E-06,184
373,5E-06,185
375,5E-06,186
377,5E-06,187
379,5E-06,188
381,5E-06,189
383,5E-06,190
385,6E-06,191
387,5E-06,192
389,5E-06,193
391,5E-06,194
393,6E-06,195
395,5E-06,196
397,5E-06,197
399,5E-06,198
401,5E-06,199
403,5E-06,200
405,5E-06,201
407,5E-06,202
409,6E-06,203
411,5E-06,204
413,5E-06,205
415,5E-06,206
417,6E-06,207
419,5E-06,208
421,5E-06,209
423,5E-06,210
425,5E-06,211
427,5E-06,212
429,5E-06,213
431,5E-06,214
433,6E-06,215
435,5E-06,216
437,6E-06,217
439,5E-06,218
441,6E-06,219
443,5E-06,220
445,5E-06,221
447,5E-06,222
449,5E-06,223
451,5E-06,224
453,5E-06,225
455,5E-06,226
457,5E-06,227
459,5E-06,228
461,6E-06,229
463,5E-06,230
465,5E-06,231
467,5E-06,232
469,5E-06,233
471,5E-06,234
473,5E-06,235
475,6E-06,236
477,6E-06,237
479,6E-06,238
481,6E-06,239
483,5E-06,240
485,6E-06,241
487,5E-06,242
489,5E-06,243
491,5E-06,244
493,5E-06,245
495,5E-06,246
497,6E-06,247
499,6E-06,248
501,5E-06,249
503,5E-06,250
505,5E-06,251
507,6E-06,252
509,5E-06,253
511,6E-06,254
513,7E-06,255
515,5E-06,256
517,6E-06,257
519,6E-06,258
521,7E-06,259
523,7E-06,260
525,7E-06,261
527,5E-06,262
529,6E-06,263
531,6E-06,264
533,6E-06,265
535,6E-06,266
537,7E-06,267
539,7E-06,268
541,7E-06,269
543,6E-06,270
545,6E-06,271
547,6E-06,272
549,6E-06,273
551,6E-06,274
553,6E-06,275
555,6E-06,276
557,6E-06,277
559,7E-06,278
561,7E-06,279
563,6E-06,280
565,6E-06,281
567,6E-06,282
569,6E-06,283
571,7E-06,284
573,7E-06,285
575,7E-06,286
577,7E-06,287
579,6E-06,288
581,6E-06,289
583,6E-06,290
585,6E-06,291
587,7E-06,292
589,7E-06,293
591,6E-06,294
593,7E-06,295
595,7E-06,296
597,7E-06,297
599,7E-06,298
601,7E-06,299
603,6E-06,300
605,6E-06,301
607,6E-06,302
609,2.5E-05,303
611,6E-06,304
613,6E-06,305
615,6E-06,306
617,6E-06,307
619,6E-06,308
621,6E-06,309
623,5E-06,310
625,7E-06,311
627,6E-06,312
629,6E-06,313
631,7E-06,314
633,6E-06,315
635,6E-06,316
637,6E-06,317
639,6E-06,318
641,7E-06,319
643,6E-06,320
645,6E-06,321
647,6E-06,322
649,7E-06,323
651,6E-06,324
653,6E-06,325
655,6E-06,326
657,6E-06,327
659,7E-06,328
661,7E-06,329
663,6E-06,330
665,6E-06,331
667,6E-06,332
669,7E-06,333
671,6E-06,334
673,7E-06,335
675,6E-06,336
677,6E-06,337
679,6E-06,338
681,7E-06,339
683,7E-06,340
685,7E-06,341
687,6E-06,342
689,7E-06,343
691,7E-06,344
693,7E-06,345
695,6E-06,346
697,7E-06,347
699,6E-06,348
701,6E-06,349
703,6E-06,350
705,7E-06,351
707,6E-06,352
709,7E-06,353
711,7E-06,354
713,7E-06,355
715,6E-06,356
717,6E-06,357
719,6E-06,358
721,7E-06,359
723,6E-06,360
725,6E-06,361
727,7E-06,362
729,7E-06,363
731,6E-06,364
733,7E-06,365
735,6E-06,366
737,8E-06,367
739,7E-06,368
741,7E-06,369
743,6E-06,370
745,7E-06,371
747,7E-06,372
749,6E-06,373
751,6E-06,374
753,7E-06,375
755,7E-06,376
757,7E-06,377
759,7E-06,378
761,7E-06,379
763,6E-06,380
765,6E-06,381
767,6E-06,382
769,7E-06,383
771,6E-06,384
773,7E-06,385
775,7E-06,386
777,6E-06,387
779,7E-06,388
781,7E-06,389
783,6E-06,390
785,7E-06,391
787,7E-06,392
789,7E-06,393
791,7E-06,394
793,7E-06,395
795,7E-06,396
797,7E-06,397
799,7E-06,398
801,7E-06,399
803,7E-06,400
805,7E-06,401
807,6E-06,402
809,7E-06,403
811,7E-06,404
813,7E-06,405
815,6E-06,406
817,7E-06,407
819,6E-06,408
821,7E-06,409
823,7E-06,410
825,7E-06,411
827,7E-06,412
829,7E-06,413
831,6E-06,414
833,7E-06,415
835,7E-06,416
837,7E-06,417
839,7E-06,418
841,8E-06,419
843,6E-06,420
845,7E-06,421
847,7E-06,422
849,7E-06,423
851,7E-06,424
853,7E-06,425
855,7E-06,426
857,7E-06,427
859,7E-06,428
861,7E-06,429
863,6E-06,430
865,7E-06,431
867,7E-06,432
869,6E-06,433
871,7E-06,434
873,6E-06,435
875,6E-06,436
877,7E-06,437
879,6E-06,438
881,7E-06,439
883,6E-06,440
885,7E-06,441
887,6E-06,442
889,7E-06,443
891,7E-06,444
893,6E-06,445
895,7E-06,446
897,6E-06,447
899,6E-06,448
901,7E-06,449
903,7E-06,450
905,6E-06,451
907,7E-06,452
909,6E-06,453
911,6E-06,454
913,7E-06,455
915,7E-06,456
917,6E-06,457
919,6E-06,458
921,7E-06,459
923,7E-06,460
925,7E-06,461
927,6E-06,462
929,7E-06,463
931,6E-06,464
933,6E-06,465
935,7E-06,466
937,7E-06,467
939,7E-06,468
941,7E-06,469
943,6E-06,470
945,7E-06,471
947,7E-06,472
949,7E-06,473
951,6E-06,474
953,6E-06,475
955,6E-06,476
957,6E-06,477
959,7E-06,478
961,8E-06,479
963,6E-06,480
965,6E-06,481
967,6E-06,482
969,7E-06,483
971,7E-06,484
973,7E-06,485
975,7E-06,486
977,7E-06,487
979,8E-06,488
981,8E-06,489
983,7E-06,490
985,7E-06,491
987,8E-06,492
989,9E-06,493
991,8E-06,494
993,9E-06,495
995,7E-06,496
997,7E-06,497
999,7E-06,498
1001,9E-06,499
